Datetime,Close,High,Low,Open,Volume,Week,Day,Hour,ROC_Close,EMROC_Close,ROC_Volume,EMROC_Volume,Close_denoised,score,APE,SIGN,Result,TP,TN,FP,FN
2024-11-29 16:00:00-05:00,6051.16037735849,6054.264150943396,6048.481132075472,6051.5,38429.64150943396,48,4,16,-3.741540610535665e-05,0.0002167660842075,-0.0279970240097888,0.3775424136604509,6051.216981132076,"[0.0009974043066744457, 0.01400670521586464, 0.021553326521277113]","[0.0009974043066744457, 0.01400670521586464, 0.021553326521277113]","[1, 1, 1]","[6050.987, 6050.0864, 6049.5166]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
2024-11-29 17:00:00-05:00,6051.047169811321,6054.268867924528,6048.391509433963,6051.5,37876.188679245286,48,4,17,-3.7416106074772415e-05,0.0002098021885833,-0.0283945048264753,0.3664208542498502,6050.990566037736,"[0.014135817515696725, 0.0218276952916139, 0.031561525531092365]","[0.014135817515696725, 0.0218276952916139, 0.031561525531092365]","[1, 1, 1]","[6050.0786, 6049.5, 6048.798]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
2024-11-29 18:00:00-05:00,6050.933962264151,6054.273584905661,6048.301886792453,6051.5,37322.73584905661,48,4,18,-3.74168060701674e-05,0.0002030290654421,-0.0288034344558125,0.3555927915455855,6050.990566037736,"[0.00889201473720603, 0.01812527406938899, 0.02648732197093803]","[0.00889201473720603, 0.01812527406938899, 0.02648732197093803]","[1, 1, 1]","[6050.2827, 6049.611, 6048.9917]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
2024-11-29 19:00:00-05:00,6050.820754716981,6054.278301886792,6048.212264150943,6051.5,36769.28301886792,48,4,19,-3.7417506091985686e-05,0.0001964414881398,-0.029224314773358,0.3450498571258883,6050.764150943397,"[0.011693626973306358, 0.019950644905843844, 0.034744771193930823]","[0.011693626973306358, 0.019950644905843844, 0.034744771193930823]","[1, 1, 1]","[6050.0, 6049.387, 6048.379]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
2024-11-29 20:00:00-05:00,6050.707547169812,6054.2830188679245,6048.122641509434,6051.5,36215.83018867925,48,4,20,-3.741820614000524e-05,0.000190034373228,-0.0296576774235947,0.3347838972752176,6050.764150943397,"[0.00792638709474467, 0.02132415717952997, 0.03223678433909481]","[0.00792638709474467, 0.02132415717952997, 0.03223678433909481]","[1, 1, 1]","[6050.1147, 6049.191, 6048.4175]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
2024-11-29 21:00:00-05:00,6050.594339622641,6054.287735849057,6048.0330188679245,6051.5,35662.377358490565,48,4,21,-3.7418906214226055e-05,0.000183802776531,-0.0301040860603497,0.3247869662249281,6050.537735849058,"[0.015061741980988143, 0.02539319226064644, 0.040470438881027505]","[0.015061741980988143, 0.02539319226064644, 0.040470438881027505]","[1, 1, 1]","[6049.57, 6048.8315, 6047.806]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
2024-11-29 22:00:00-05:00,6050.481132075472,6054.292452830188,6047.943396226415,6051.5,35108.92452830188,48,4,22,-3.7419606314648135e-05,0.0001777418893297,-0.0305641387926369,0.315051319512118,6050.537735849058,"[0.00989826680000862, 0.021738983194224987, 0.03291835549808554]","[0.00989826680000862, 0.021738983194224987, 0.03291835549808554]","[1, 1, 1]","[6049.769, 6048.9395, 6048.15]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
2024-11-29 23:00:00-05:00,6050.367924528302,6054.297169811321,6047.853773584906,6051.5,34555.47169811321,48,4,23,-3.7420306441049433e-05,0.0001718470346511,-0.031038470858248,0.3055694074471765,6050.311320754719,"[0.01303906538708448, 0.023419287908445503, 0.03537369060529436]","[0.01303906538708448, 0.023419287908445503, 0.03537369060529436]","[1, 1, 1]","[6049.466, 6048.7246, 6047.888]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
2024-11-30 00:00:00-05:00,6050.254716981132,6054.301886792453,6047.764150943396,6051.5,34002.018867924526,48,5,0,-3.742100659387404e-05,0.0001661136636581,-0.0315277575502224,0.2963338686801245,6050.311320754719,"[0.009763873837357193, 0.021064292152067104, 0.03297852008682344]","[0.009763873837357193, 0.021064292152067104, 0.03297852008682344]","[1, 1, 1]","[6049.551, 6048.754, 6047.92]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
2024-11-30 01:00:00-05:00,6050.141509433963,6054.306603773585,6047.674528301887,6051.5,33448.56603773585,48,5,1,-3.742170677278889e-05,0.0001605373521394,-0.0320327174245401,0.2873375238553391,6050.084905660379,"[0.014736842413020194, 0.026505676147800437, 0.040865750564498586]","[0.014736842413020194, 0.026505676147800437, 0.040865750564498586]","[1, 1, 1]","[6049.1367, 6048.3115, 6047.3296]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
